PhraseId	Phrase	Sentiment
177466	into a creative wall	2
177467	a creative wall	2
177468	creative wall	2
177469	wall	2
177470	that 007 can not fly over	2
177471	007 can not fly over	2
177472	007	2
177473	can not fly over	2
177474	fly over	2
177475	fly	2
177476	tunnel under or barrel through	2
177477	tunnel under or barrel	2
177478	tunnel	2
177479	under or barrel	2
177480	under or	2
177481	barrel	2
177482	Ja Rule and Kurupt should have gotten to rap .	2
177483	Ja Rule and Kurupt	2
177484	Ja	2
177485	Rule and Kurupt	2
177486	Rule and	2
177487	Rule	2
177488	Kurupt	2
177489	should have gotten to rap .	2
177490	should have gotten to rap	2
177491	have gotten to rap	2
177492	gotten to rap	2
177493	gotten	2
177494	to rap	2
177495	I ca n't quite recommend it -- it 's too patched together -- but I almost can ; it 's the kind of movie that makes you want to like it .	2
177496	I ca n't quite recommend it -- it 's too patched together -- but I almost can ; it 's the kind of movie that makes you want to like it	2
177497	I ca n't quite recommend it -- it 's too patched together -- but I almost can ;	2
177498	I ca n't quite recommend it -- it 's too patched together -- but I almost can	2
177499	I ca n't quite recommend it -- it 's too patched together --	2
177500	I ca n't quite recommend it -- it 's too patched together	2
177501	I ca n't quite recommend it --	2
177502	I ca n't quite recommend it	2
177503	ca n't quite recommend it	2
177504	ca n't quite	2
177505	recommend it	2
177506	it 's too patched together	2
177507	's too patched together	2
177508	's too	2
177509	patched together	2
177510	patched	2
177511	but I almost can	2
177512	I almost can	2
177513	almost can	2
177514	it 's the kind of movie that makes you want to like it	2
177515	's the kind of movie that makes you want to like it	2
177516	the kind of movie that makes you want to like it	2
177517	that makes you want to like it	3
177518	makes you want to like it	3
177519	you want to like it	2
177520	want to like it	2
177521	to like it	2
177522	It provides an honest look at a community striving to anchor itself in new grounds .	2
177523	provides an honest look at a community striving to anchor itself in new grounds .	2
177524	provides an honest look at a community striving to anchor itself in new grounds	2
177525	provides an honest look	2
177526	an honest look	2
177527	honest look	2
177528	at a community striving to anchor itself in new grounds	2
177529	a community striving to anchor itself in new grounds	2
177530	a community	2
177531	striving to anchor itself in new grounds	2
177532	striving	2
177533	to anchor itself in new grounds	2
177534	anchor itself in new grounds	2
177535	anchor itself	2
177536	in new grounds	1
177537	new grounds	1
177538	grounds	2
177539	Whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .	2
177540	Whether you 're moved and love it , or bored or frustrated by the film	2
177541	you 're moved and love it , or bored or frustrated by the film	2
177542	're moved and love it , or bored or frustrated by the film	2
177543	moved and love it , or bored or frustrated by the film	2
177544	moved and love it , or	2
177545	moved and love it ,	2
177546	moved and love it	2
177547	moved and	2
177548	love it	2
177549	bored or frustrated by the film	3
177550	bored or frustrated	3
177551	bored or	2
177552	frustrated	2
177553	by the film	2
177554	, you 'll still feel something .	2
177555	you 'll still feel something .	2
177556	'll still feel something .	2
177557	'll still feel something	2
177558	'll still	2
177559	feel something	2
177560	There has been much puzzlement among critics about what the election symbolizes .	2
177561	has been much puzzlement among critics about what the election symbolizes .	2
177562	has been much puzzlement among critics about what the election symbolizes	2
177563	been much puzzlement among critics about what the election symbolizes	2
177564	much puzzlement among critics about what the election symbolizes	2
177565	puzzlement among critics about what the election symbolizes	2
177566	puzzlement	2
177567	among critics about what the election symbolizes	2
177568	critics about what the election symbolizes	2
177569	about what the election symbolizes	2
177570	what the election symbolizes	2
177571	the election symbolizes	2
177572	the election	2
177573	election	2
177574	symbolizes	2
177575	There was time on that second round to see the subtleties of Ramsay 's portrait of grief .	2
177576	was time on that second round to see the subtleties of Ramsay 's portrait of grief .	2
177577	was time on that second round to see the subtleties of Ramsay 's portrait of grief	2
177578	time on that second round to see the subtleties of Ramsay 's portrait of grief	2
177579	on that second round to see the subtleties of Ramsay 's portrait of grief	2
177580	that second round to see the subtleties of Ramsay 's portrait of grief	2
177581	second round to see the subtleties of Ramsay 's portrait of grief	2
177582	round to see the subtleties of Ramsay 's portrait of grief	2
177583	round	2
177584	to see the subtleties of Ramsay 's portrait of grief	2
177585	see the subtleties of Ramsay 's portrait of grief	2
177586	the subtleties of Ramsay 's portrait of grief	2
177587	the subtleties	2
177588	subtleties	2
177589	of Ramsay 's portrait of grief	2
177590	Ramsay 's portrait of grief	2
177591	Ramsay 's portrait	2
177592	Ramsay 's	2
177593	Ramsay	2
177594	Credit must be given to Harland Williams , Michael Rosenbaum and Barry Watson , who inject far more good-natured spirit and talent into this project than it deserves	2
177595	Credit must be given to Harland Williams , Michael Rosenbaum and Barry Watson	2
177596	must be given to Harland Williams , Michael Rosenbaum and Barry Watson	2
177597	be given to Harland Williams , Michael Rosenbaum and Barry Watson	2
177598	given to Harland Williams , Michael Rosenbaum and Barry Watson	2
177599	to Harland Williams , Michael Rosenbaum and Barry Watson	2
177600	Harland Williams , Michael Rosenbaum and Barry Watson	2
177601	Harland Williams , Michael Rosenbaum and	2
177602	Harland Williams , Michael Rosenbaum	2
177603	Harland Williams ,	2
177604	Harland Williams	2
177605	Harland	2
177606	Michael Rosenbaum	2
177607	Rosenbaum	2
177608	Barry Watson	2
177609	Barry	2
177610	Watson	2
177611	, who inject far more good-natured spirit and talent into this project than it deserves	3
177612	who inject far more good-natured spirit and talent into this project than it deserves	3
177613	inject far more good-natured spirit and talent into this project than it deserves	3
177614	inject far more good-natured spirit and talent	2
177615	inject	2
177616	far more good-natured spirit and talent	2
177617	far more good-natured	3
177618	more good-natured	3
177619	spirit and talent	2
177620	into this project than it deserves	3
177621	this project than it deserves	3
177622	this project	2
177623	than it deserves	3
177624	it deserves	3
177625	Old-form moviemaking at its best .	3
177626	Old-form moviemaking at its best	3
177627	Old-form moviemaking	3
177628	Old-form	3
177629	It 's the perfect kind of film to see when you do n't want to use your brain .	2
177630	's the perfect kind of film to see when you do n't want to use your brain .	2
177631	's the perfect kind of film to see when you do n't want to use your brain	2
177632	the perfect kind of film to see when you do n't want to use your brain	2
177633	the perfect kind of film	2
177634	the perfect kind	2
177635	perfect kind	2
177636	of film	2
177637	to see when you do n't want to use your brain	3
177638	see when you do n't want to use your brain	3
177639	when you do n't want to use your brain	3
177640	you do n't want to use your brain	3
177641	do n't want to use your brain	3
177642	want to use your brain	3
177643	to use your brain	2
177644	use your brain	2
177645	your brain	2
177646	brain	2
177647	It 's not the ultimate Depression-era gangster movie .	2
177648	's not the ultimate Depression-era gangster movie .	2
177649	's not the ultimate Depression-era gangster movie	2
177650	the ultimate Depression-era gangster movie	2
177651	ultimate Depression-era gangster movie	2
177652	Depression-era gangster movie	2
177653	Depression-era	2
177654	gangster movie	2
177655	The movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .	2
177656	is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .	2
177657	is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances	2
177658	saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances	2
177659	saved from unbearable lightness	2
177660	saved	2
177661	from unbearable lightness	2
177662	unbearable lightness	2
177663	lightness	2
177664	by the simplicity of the storytelling and the authenticity of the performances	2
177665	the simplicity of the storytelling and the authenticity of the performances	2
177666	the simplicity of the storytelling and	2
177667	the simplicity of the storytelling	2
177668	the simplicity	2
177669	simplicity	2
177670	of the storytelling	2
177671	the storytelling	2
177672	the authenticity of the performances	2
177673	the authenticity	3
177674	authenticity	3
177675	of the performances	2
177676	Offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .	1
177677	Offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented	1
177678	Offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and	1
177679	Offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills	1
177680	Offensive in the way it exploits the hot-button issue of domestic abuse for cheap	1
177681	Offensive	2
177682	in the way it exploits the hot-button issue of domestic abuse for cheap	1
177683	the way it exploits the hot-button issue of domestic abuse for cheap	1
177684	it exploits the hot-button issue of domestic abuse for cheap	1
177685	exploits the hot-button issue of domestic abuse for cheap	1
177686	exploits the hot-button issue of domestic abuse	0
177687	exploits	2
177688	the hot-button issue of domestic abuse	0
177689	the hot-button issue	2
177690	hot-button issue	2
177691	hot-button	1
177692	of domestic abuse	0
177693	domestic abuse	0
177694	for cheap	2
177695	disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented	3
177696	disgusting in the manner	3
177697	disgusting	2
177698	in the manner	2
177699	the manner	2
177700	it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented	3
177701	repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented	3
177702	puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented	3
177703	puts a small child in jeopardy ,	3
177704	puts a small child in jeopardy	3
177705	a small child in jeopardy	3
177706	a small child	3
177707	small child	3
177708	in jeopardy	2
177709	jeopardy	2
177710	treating her as little more than a prop to be cruelly tormented	2
177711	treating her as little more than a prop	2
177712	treating	2
177713	her as little more than a prop	2
177714	as little more than a prop	2
177715	as little	2
177716	more than a prop	2
177717	more than a	2
177718	than a	2
177719	prop	2
177720	to be cruelly tormented	2
177721	be cruelly tormented	2
177722	cruelly tormented	2
177723	cruelly	2
177724	tormented	2
177725	All the characters are stereotypes , and their interaction is numbingly predictable .	2
177726	All the characters are stereotypes , and their interaction is numbingly predictable	2
177727	All the characters are stereotypes , and	2
177728	All the characters are stereotypes ,	2
177729	All the characters are stereotypes	2
177730	All the characters	2
177731	are stereotypes	2
177732	stereotypes	2
177733	their interaction is numbingly predictable	2
177734	their interaction	2
177735	interaction	2
177736	is numbingly predictable	2
177737	numbingly predictable	2
177738	numbingly	2
177739	Noyce films it more as a shocking history lesson than as drama .	2
177740	Noyce films	2
177741	Noyce	2
177742	it more as a shocking history lesson than as drama .	2
177743	it more as a shocking history lesson	2
177744	it more	2
177745	as a shocking history lesson	2
177746	a shocking history lesson	2
177747	shocking history lesson	2
177748	history lesson	2
177749	lesson	1
177750	than as drama .	2
177751	than as drama	2
177752	as drama	2
177753	... there are enough moments of heartbreaking honesty to keep one glued to the screen .	2
177754	there are enough moments of heartbreaking honesty to keep one glued to the screen .	2
177755	are enough moments of heartbreaking honesty to keep one glued to the screen .	2
177756	are enough moments of heartbreaking honesty to keep one glued to the screen	2
177757	enough moments of heartbreaking honesty to keep one glued to the screen	2
177758	enough moments	2
177759	of heartbreaking honesty to keep one glued to the screen	1
177760	heartbreaking honesty to keep one glued to the screen	1
177761	heartbreaking honesty	2
177762	heartbreaking	2
177763	honesty	2
177764	to keep one glued to the screen	1
177765	keep one glued to the screen	1
177766	one glued to the screen	2
177767	glued to the screen	2
177768	glued	2
177769	to the screen	2
177770	Portentous and pretentious , The Weight of Water is appropriately titled , given the heavy-handedness of it drama .	2
177771	Portentous and pretentious , The Weight of Water	2
177772	Portentous and pretentious ,	2
177773	Portentous and pretentious	2
177774	Portentous and	2
177775	Portentous	2
177776	The Weight of Water	2
177777	is appropriately titled , given the heavy-handedness of it drama .	1
177778	is appropriately titled , given the heavy-handedness of it drama	1
177779	is appropriately	2
177780	appropriately	2
177781	titled , given the heavy-handedness of it drama	1
177782	titled ,	2
177783	given the heavy-handedness of it drama	1
177784	given the heavy-handedness of it	2
177785	the heavy-handedness of it	2
177786	the heavy-handedness	2
177787	heavy-handedness	2
177788	If it 's another regurgitated action movie you 're after , there 's no better film than Half Past Dead .	2
177789	If it 's another regurgitated action movie you 're after	2
177790	it 's another regurgitated action movie you 're after	2
177791	's another regurgitated action movie you 're after	2
177792	another regurgitated action movie you 're after	2
177793	another regurgitated action movie	2
177794	regurgitated action movie	2
177795	regurgitated	2
177796	you 're after	2
177797	're after	2
177798	, there 's no better film than Half Past Dead .	2
177799	there 's no better film than Half Past Dead .	2
177800	's no better film than Half Past Dead .	2
177801	's no better film than Half Past Dead	2
177802	no better film than Half Past Dead	2
177803	no better film	2
177804	better film	2
177805	than Half Past Dead	2
177806	Half Past Dead	2
177807	Past Dead	2
177808	Dead	2
177809	Offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .	2
177810	Offers enough playful	2
177811	enough playful	2
177812	fun to entertain the preschool set while embracing a wholesome attitude .	2
177813	fun to entertain the preschool set while embracing a wholesome attitude	2
177814	to entertain the preschool set while embracing a wholesome attitude	2
177815	entertain the preschool set while embracing a wholesome attitude	2
177816	entertain the preschool set	2
177817	the preschool set	2
177818	preschool set	2
177819	preschool	2
177820	while embracing a wholesome attitude	2
177821	embracing a wholesome attitude	2
177822	embracing	2
177823	a wholesome attitude	2
177824	wholesome attitude	2
177825	attitude	2
177826	The tug of war that ensues is as much a snapshot of modern China in microcosm as it is a crash course in movie mythology .	1
177827	The tug of war that ensues	2
177828	The tug	2
177829	tug	2
177830	of war that ensues	2
177831	war that ensues	2
177832	that ensues	2
177833	ensues	2
177834	is as much a snapshot of modern China in microcosm as it is a crash course in movie mythology .	1
177835	is as much a snapshot of modern China in microcosm as it is a crash course in movie mythology	1
177836	is as much a snapshot of modern China in microcosm	1
177837	is as much	2
177838	a snapshot of modern China in microcosm	2
177839	a snapshot of modern China	2
177840	of modern China	2
177841	modern China	2
177842	China	2
177843	in microcosm	2
177844	microcosm	2
177845	as it is a crash course in movie mythology	1
177846	it is a crash course in movie mythology	1
177847	is a crash course in movie mythology	1
177848	a crash course in movie mythology	1
177849	a crash course	1
177850	crash course	1
177851	crash	2
177852	in movie mythology	2
177853	movie mythology	2
177854	mythology	2
177855	A compendium of Solondz 's own worst instincts in under 90 minutes .	2
177856	A compendium of Solondz	2
177857	A compendium	2
177858	compendium	2
177859	of Solondz	2
177860	Solondz	2
177861	's own worst instincts in under 90 minutes .	2
177862	's own worst instincts in under 90 minutes	2
177863	own worst instincts in under 90 minutes	2
177864	own worst instincts	3
177865	worst instincts	3
177866	instincts	2
177867	in under 90 minutes	2
177868	under 90 minutes	2
177869	under 90	2
177870	The movie is n't always easy to look at .	2
177871	is n't always easy to look at .	2
177872	is n't always easy to look at	2
177873	is n't always	2
177874	easy to look at	2
177875	to look at	2
177876	look at	2
177877	But it pays a price for its intricate intellectual gamesmanship .	1
177878	it pays a price for its intricate intellectual gamesmanship .	1
177879	pays a price for its intricate intellectual gamesmanship .	1
177880	pays a price for its intricate intellectual gamesmanship	1
177881	pays	2
177882	a price for its intricate intellectual gamesmanship	1
177883	a price	2
177884	for its intricate intellectual gamesmanship	1
177885	its intricate intellectual gamesmanship	1
177886	intricate intellectual gamesmanship	1
177887	intellectual gamesmanship	2
177888	While locals will get a kick out of spotting Cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious .	4
177889	While locals will get a kick out of spotting Cleveland sites	2
177890	locals will get a kick out of spotting Cleveland sites	2
177891	locals	2
177892	will get a kick out of spotting Cleveland sites	2
177893	get a kick out of spotting Cleveland sites	2
177894	get a kick out	2
177895	get a kick	2
177896	a kick	2
177897	kick	2
177898	of spotting Cleveland sites	2
177899	spotting Cleveland sites	2
177900	spotting	2
177901	Cleveland sites	2
177902	Cleveland	2
177903	sites	2
177904	, the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious .	3
177905	the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious .	3
177906	the rest of the world	1
177907	the rest	2
177908	rest	2
177909	will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious .	3
177910	will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious	3
177911	enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious	3
177912	enjoy a fast-paced comedy	4
177913	a fast-paced comedy	4
177914	fast-paced comedy	4
177915	fast-paced	4
177916	with quirks that might make the award-winning Coen brothers envious	3
177917	quirks that might make the award-winning Coen brothers envious	3
177918	quirks	2
177919	that might make the award-winning Coen brothers envious	3
177920	might make the award-winning Coen brothers envious	3
177921	make the award-winning Coen brothers envious	3
177922	the award-winning Coen brothers envious	2
177923	award-winning Coen brothers envious	2
177924	award-winning	3
177925	Coen brothers envious	2
177926	Coen	2
177927	brothers envious	2
177928	envious	2
177929	The story drifts so inexorably into cliches about tortured -LRB- and torturing -RRB- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on .	2
177930	drifts so inexorably into cliches about tortured -LRB- and torturing -RRB- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on .	2
177931	drifts so inexorably into cliches about tortured -LRB- and torturing -RRB- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on	2
177932	drifts so inexorably into cliches about tortured -LRB- and torturing -RRB- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods	2
177933	drifts so inexorably into cliches	2
177934	drifts so inexorably	2
177935	drifts	2
177936	so inexorably	2
177937	inexorably	2
177938	into cliches	2
177939	about tortured -LRB- and torturing -RRB- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods	2
177940	tortured -LRB- and torturing -RRB- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods	2
177941	tortured -LRB- and torturing -RRB- artists and	2
177942	tortured -LRB- and torturing -RRB- artists	2
177943	tortured -LRB- and torturing -RRB-	2
177944	-LRB- and torturing -RRB-	2
177945	-LRB- and torturing	2
177946	torturing	2
177947	artists	2
177948	consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods	2
177949	consuming but impossible	3
177950	consuming but	3
177951	love that you ca n't help but become more disappointed as each overwrought new sequence plods	2
177952	that you ca n't help but become more disappointed as each overwrought new sequence plods	2
177953	you ca n't help but become more disappointed as each overwrought new sequence plods	2
177954	ca n't help but become more disappointed as each overwrought new sequence plods	2
177955	become more disappointed as each overwrought new sequence plods	2
177956	more disappointed as each overwrought new sequence plods	2
177957	more disappointed as each overwrought new sequence	2
177958	disappointed as each overwrought new sequence	2
177959	disappointed	2
177960	as each overwrought new sequence	2
177961	each overwrought new sequence	2
177962	overwrought new sequence	2
177963	overwrought	2
177964	new sequence	2
177965	plods	2
177966	You do n't have to be an especially tough grader to give a charitable B-minus to The Emperor 's Club .	2
177967	do n't have to be an especially tough grader to give a charitable B-minus to The Emperor 's Club .	2
177968	do n't have to be an especially tough grader to give a charitable B-minus to The Emperor 's Club	2
177969	have to be an especially tough grader to give a charitable B-minus to The Emperor 's Club	2
177970	have to be an especially tough grader	2
177971	to be an especially tough grader	2
177972	be an especially tough grader	2
177973	an especially tough grader	2
177974	especially tough grader	2
177975	especially tough	2
177976	grader	2
177977	to give a charitable B-minus to The Emperor 's Club	2
177978	give a charitable B-minus to The Emperor 's Club	2
177979	give a charitable B-minus	2
177980	a charitable B-minus	2
177981	charitable B-minus	2
177982	charitable	2
177983	B-minus	2
177984	to The Emperor 's Club	2
177985	The Emperor 's Club	2
177986	The Emperor 's	2
177987	Emperor 's	2
177988	Emperor	2
177989	Provides an intriguing window into the imagination and hermetic analysis of Todd Solondz .	1
177990	Provides an intriguing window into the imagination and hermetic analysis of Todd Solondz	1
177991	Provides an intriguing window	1
177992	an intriguing window	2
177993	intriguing window	2
177994	window	2
177995	into the imagination and hermetic analysis of Todd Solondz	3
177996	the imagination and hermetic analysis of Todd Solondz	3
177997	the imagination and hermetic analysis	3
177998	imagination and hermetic analysis	3
177999	and hermetic analysis	2
178000	hermetic analysis	2
178001	hermetic	2
178002	analysis	2
178003	of Todd Solondz	2
178004	Todd Solondz	2
178005	Todd	2
178006	-LRB- Hawn 's character -RRB- is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten .	2
178007	-LRB- Hawn 's character -RRB- is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten	2
178008	-LRB- Hawn 's character -RRB- is so bluntly written , without a trace of sentimentality , and so	2
178009	-LRB- Hawn 's character -RRB- is so bluntly written , without a trace of sentimentality , and	2
178010	-LRB- Hawn 's character -RRB- is so bluntly written , without a trace of sentimentality ,	2
178011	-LRB- Hawn 's character -RRB- is so bluntly written , without a trace of sentimentality	2
178012	-LRB- Hawn 's character -RRB-	2
178013	Hawn 's character -RRB-	2
178014	Hawn 's character	2
178015	is so bluntly written , without a trace of sentimentality	2
178016	is so	2
178017	bluntly written , without a trace of sentimentality	2
178018	bluntly	2
178019	written , without a trace of sentimentality	2
178020	written ,	2
178021	without a trace of sentimentality	2
178022	a trace of sentimentality	2
178023	a trace	2
178024	of sentimentality	2
178025	blisteringly defined , that every other character seems overlooked and underwritten	3
178026	blisteringly defined , that every other character seems overlooked and	2
178027	blisteringly defined , that every other character seems overlooked	2
178028	blisteringly	2
178029	defined , that every other character seems overlooked	2
178030	defined ,	2
178031	defined	2
178032	that every other character seems overlooked	2
178033	every other character seems overlooked	2
178034	every other character	3
178035	other character	2
178036	seems overlooked	2
178037	overlooked	2
178038	underwritten	2
178039	Though the violence is far less sadistic than usual , the film is typical Miike : fast , furious and full of off-the-cuff imaginative flourishes .	3
178040	Though the violence is far less sadistic than usual	0
178041	the violence is far less sadistic than usual	2
178042	the violence	2
178043	is far less sadistic than usual	2
178044	far less sadistic than usual	2
178045	far less sadistic	2
178046	less sadistic	1
178047	sadistic	2
178048	than usual	2
178049	usual	2
178050	, the film is typical Miike : fast , furious and full of off-the-cuff imaginative flourishes .	3
178051	the film is typical Miike : fast , furious and full of off-the-cuff imaginative flourishes .	3
178052	is typical Miike : fast , furious and full of off-the-cuff imaginative flourishes .	3
178053	is typical Miike : fast , furious and full of off-the-cuff imaginative flourishes	3
178054	typical Miike : fast , furious and full of off-the-cuff imaginative flourishes	3
178055	typical Miike : fast , furious and full	2
178056	typical Miike :	2
178057	typical Miike	2
178058	typical	2
178059	Miike	2
178060	fast , furious and full	4
178061	, furious and full	2
178062	furious and full	2
178063	furious and	2
178064	of off-the-cuff imaginative flourishes	3
178065	off-the-cuff imaginative flourishes	3
178066	off-the-cuff	2
178067	imaginative flourishes	3
178068	flourishes	2
178069	Burns never really harnesses to full effect the energetic cast .	2
178070	never really harnesses to full effect the energetic cast .	2
178071	really harnesses to full effect the energetic cast .	2
178072	harnesses to full effect the energetic cast .	2
178073	harnesses to full effect the energetic cast	2
178074	harnesses	2
178075	to full effect the energetic cast	2
178076	full effect the energetic cast	2
178077	full effect	2
178078	the energetic cast	2
178079	energetic cast	2
178080	A cinematic sleeping pill of impressive potency .	2
178081	A cinematic sleeping pill of impressive potency	2
178082	A cinematic sleeping pill	2
178083	cinematic sleeping pill	2
178084	sleeping pill	2
178085	sleeping	2
178086	pill	2
178087	of impressive potency	2
178088	impressive potency	2
178089	potency	2
178090	Most of the supporting characters in Eastwood films are weak , as are most of the subplots .	2
178091	Most of the supporting characters in Eastwood films	2
178092	of the supporting characters in Eastwood films	2
178093	the supporting characters in Eastwood films	2
178094	the supporting characters	2
178095	supporting characters	2
178096	supporting	2
178097	in Eastwood films	2
178098	Eastwood films	2
178099	are weak , as are most of the subplots .	2
178100	are weak , as are most of the subplots	2
178101	are weak ,	2
178102	are weak	2
178103	as are most of the subplots	2
178104	are most of the subplots	2
178105	most of the subplots	2
178106	of the subplots	2
178107	the subplots	2
178108	subplots	2
178109	It wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy .	3
178110	It wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy	3
178111	It wants to be thought of as a subversive little indie film , but	3
178112	It wants to be thought of as a subversive little indie film ,	3
178113	It wants to be thought of as a subversive little indie film	3
178114	wants to be thought of as a subversive little indie film	3
178115	to be thought of as a subversive little indie film	3
178116	be thought of as a subversive little indie film	3
178117	thought of as a subversive little indie film	3
178118	of as a subversive little indie film	3
178119	as a subversive little indie film	3
178120	a subversive little indie film	3
178121	subversive little indie film	3
178122	subversive	3
178123	little indie film	2
178124	indie film	3
178125	it has all the qualities of a modern situation comedy	2
178126	has all the qualities of a modern situation comedy	2
178127	all the qualities of a modern situation comedy	2
178128	all the qualities	2
178129	the qualities	2
178130	of a modern situation comedy	2
178131	a modern situation comedy	2
178132	modern situation comedy	2
178133	situation comedy	2
178134	The moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .	2
178135	The moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess	2
178136	The moviegoing equivalent	2
178137	moviegoing equivalent	2
178138	of going to a dinner party and being forced to watch the host and hostess	2
178139	going to a dinner party and being forced to watch the host and hostess	2
178140	going to a dinner party and	3
178141	going to a dinner party	3
178142	to a dinner party	2
178143	a dinner party	2
178144	dinner party	2
178145	dinner	2
178146	being forced to watch the host and hostess	2
178147	forced to watch the host and hostess	2
178148	to watch the host and hostess	2
178149	watch the host and hostess	2
178150	the host and hostess	2
178151	the host and	2
178152	the host	2
178153	host	2
178154	hostess	2
178155	's home video of their baby 's birth .	2
178156	's home video of their baby 's birth	2
178157	home video of their baby 's birth	2
178158	of their baby 's birth	2
178159	their baby 's birth	2
178160	their baby 's	2
178161	baby 's	2
178162	baby	2
178163	birth	2
178164	... has virtually no script at all ...	2
178165	has virtually no script at all ...	2
178166	has virtually no script at all	2
178167	has virtually no	2
178168	virtually no	2
178169	script at all	2
178170	Heavy-handed exercise in time-vaulting literary pretension .	2
178171	exercise in time-vaulting literary pretension .	2
178172	exercise in time-vaulting literary pretension	2
178173	in time-vaulting literary pretension	2
178174	time-vaulting literary pretension	2
178175	time-vaulting	2
178176	literary pretension	2
178177	... the film suffers from a lack of humor -LRB- something needed to balance out the violence -RRB- ...	2
178178	the film suffers from a lack of humor -LRB- something needed to balance out the violence -RRB- ...	2
178179	suffers from a lack of humor -LRB- something needed to balance out the violence -RRB- ...	2
178180	suffers from a lack of humor -LRB- something needed to balance out the violence -RRB-	2
178181	from a lack of humor -LRB- something needed to balance out the violence -RRB-	2
178182	a lack of humor -LRB- something needed to balance out the violence -RRB-	2
178183	a lack of humor	2
178184	-LRB- something needed to balance out the violence -RRB-	2
178185	something needed to balance out the violence -RRB-	2
178186	something needed to balance out the violence	2
178187	needed to balance out the violence	1
178188	needed	3
178189	to balance out the violence	2
178190	balance out the violence	2
178191	balance out	2
178192	It 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time .	2
178193	's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time .	2
178194	's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time	2
178195	's so full of wrong choices	3
178196	so full of wrong choices	3
178197	full of wrong choices	3
178198	of wrong choices	3
178199	wrong choices	3
178200	choices	2
178201	that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time	1
178202	all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time	1
178203	all you can do	2
178204	you can do	2
178205	can do	2
178206	is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time	1
178207	shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time	1
178208	shake your head in disbelief -- and	2
178209	shake your head in disbelief --	2
178210	shake your head in disbelief	2
178211	shake your head	2
178212	your head	2
178213	in disbelief	2
178214	disbelief	2
178215	worry about what classic Oliver Parker intends to mangle next time	1
178216	worry	2
178217	about what classic Oliver Parker intends to mangle next time	1
178218	about what classic	1
178219	what classic	1
178220	Oliver Parker intends to mangle next time	3
178221	Oliver Parker	3
178222	Oliver	2
178223	Parker	2
178224	intends to mangle next time	2
178225	intends	2
178226	to mangle next time	2
178227	mangle next time	2
178228	mangle	2
178229	next time	2
178230	Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .	2
